Feedback_ID,Text,Topic,Channel,Sentiment
FB00400,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB00512,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB00321,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB00020,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00685,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive
FB00036,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00903,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB01779,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB00828,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB01854,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00408,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB00921,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB00538,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB00759,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB01905,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB01063,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01200,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00246,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB01417,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB01128,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00785,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB01743,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB00490,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB00155,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB00962,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB00854,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB01312,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB00626,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive
FB00686,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB01562,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB00570,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01909,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB00018,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB00128,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB01347,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01280,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB01969,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB00928,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB00981,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01965,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00191,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB01140,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00993,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB01956,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB01657,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB00607,Transfer berhasil tanpa masalah,Card,Branch,positive
FB00181,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB00302,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB00497,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB01721,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB01710,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB01888,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB01992,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00518,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB01985,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB01070,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB00477,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB00158,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB01244,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01196,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB00017,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB01536,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB01073,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB01972,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00547,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB01540,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB00659,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB01626,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB01020,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01663,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB01505,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB00960,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB01882,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB00284,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00798,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB01627,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB00226,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB00027,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB01771,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB00438,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB01949,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB01389,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB00230,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB00038,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00750,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB01046,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive
FB01399,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00470,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB01693,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB01968,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00688,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB01844,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB00640,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB01713,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01219,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB01159,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB01416,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB01528,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB01656,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB01301,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB01823,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB00801,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB01604,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00161,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00957,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB01187,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00822,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB01682,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB00878,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00914,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative
FB00153,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB01871,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB01777,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB00510,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB01136,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB01251,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB01684,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00104,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB01446,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01444,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB00587,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB01769,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB01144,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB00054,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB00152,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00404,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01943,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00208,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB01895,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB01123,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01891,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB00009,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01015,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB01907,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01061,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB00453,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB00254,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB01328,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB00897,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB01734,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB00881,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB01596,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB01889,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB00624,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00346,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive
FB01703,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB00263,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB01635,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB01322,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB01439,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00151,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB00473,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB00641,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB01983,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB01883,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB00551,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB01780,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB00929,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB00489,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB01812,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB01172,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB00147,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB01705,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB01929,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB00403,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00955,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB01878,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB00660,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB01373,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00464,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB01350,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB00187,Transfer berhasil tanpa masalah,Card,Branch,positive
FB01148,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB01225,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB00609,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB00144,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00752,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB01535,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB00982,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB00198,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB01634,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB00884,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB00280,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB00294,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB01824,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB00401,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB00123,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB01208,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB00203,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB01463,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB00836,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB00247,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB01440,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01754,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative
FB01902,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB01708,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB01881,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB01154,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB01662,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB01427,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB00385,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB01759,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB00855,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB01590,Customer service lambat merespons keluhan saya,Mobile Banking,Email,negative
FB00220,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00642,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00002,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB00113,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00699,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB01916,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB00952,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB01649,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB01637,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB01886,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive
FB01411,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB01410,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01534,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01292,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB01809,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB00442,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01521,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01137,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB01716,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB01257,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB01864,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB01632,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB01696,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB01398,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB00664,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB01836,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB01258,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01774,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB01701,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00318,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00649,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB01435,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB01480,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00710,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01383,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB01283,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB00973,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB00628,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB00633,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB01307,Transfer berhasil tanpa masalah,Card,Branch,positive
FB01401,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01409,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01249,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB01953,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB01255,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB01497,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB01372,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB01530,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB01664,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01355,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB01926,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB01901,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB01644,Proses transaksi berjalan lancar dan cepat,Savings,ATM,positive
FB01849,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00796,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB00646,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB01013,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01840,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00557,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB00682,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB00578,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB01110,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB01267,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB01723,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB01184,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00525,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB01060,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00541,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01195,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB01679,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00749,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB01852,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB01431,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00485,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB01758,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00096,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB01021,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB00564,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB01265,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00743,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB00864,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB01599,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB01715,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB01485,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB00892,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB01578,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB01039,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB00207,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00393,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00795,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB00871,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00398,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB00767,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB01842,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01242,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB01029,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB01793,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00643,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01892,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB00613,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB01763,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB00961,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB01571,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00726,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB00684,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB00099,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB00805,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB01752,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01598,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB00407,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB00503,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01072,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB01057,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB00930,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB00780,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00201,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB00135,Saya tidak puas dengan pelayanan bank,Transaction,Email,negative
FB01052,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB00041,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB01018,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00231,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB01514,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB01797,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB00379,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB00289,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB00419,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB01699,Apa syarat pengajuan KPR,Card,ATM,neutral
FB00392,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB00593,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01523,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB01163,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB01087,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB01496,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB00648,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB01153,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01368,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB00521,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB01863,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB00065,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB01837,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB00015,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB01181,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB01065,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB00493,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB00380,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB00188,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB00764,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB00217,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB00792,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB01077,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB00879,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00338,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB01773,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB00720,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB01749,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB00296,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB01726,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB01017,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01276,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB01751,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB01486,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB00456,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB01997,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB00816,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB01887,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00270,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB00996,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB00202,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB00162,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01580,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB00730,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00402,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB00703,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB01501,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
