Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet,Word_Count,ASR_Confidence,Silence_Ratio,Agent_Talk_Ratio,Customer_Talk_Ratio,FCR,Sentiment_Score,QA_Score
CALL0000122,C000802,AG022,2026-05-20,Inbound Call,General,Product Inquiry,Neutral,585,58,0,Resolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.,80,0.854,0.172,0.417,0.411,1,0.402,0.947
CALL0000123,C000785,AG034,2026-06-30,Inbound Call,General,Product Inquiry,Neutral,459,0,0,Resolved,3.7,Mohon informasi mengenai biaya dan ketentuan produk.,64,0.946,0.076,0.347,0.577,1,0.33,0.905
CALL0000124,C000565,AG018,2026-08-27,Outbound Call,KPR,Complaint,Negative,444,44,0,Resolved,3.2,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,65,0.978,0.085,0.555,0.36,1,0.203,0.905
CALL0000125,C001026,AG015,2026-01-03,Outbound Call,Credit Card,Complaint,Positive,515,46,0,Unresolved,2.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",73,0.94,0.127,0.441,0.432,0,0.742,0.531
CALL0000126,C000678,AG006,2026-08-26,Inbound Call,KPR,Complaint,Positive,475,111,0,Resolved,3.7,Saya puas dengan solusi yang diberikan.,65,0.833,0.031,0.545,0.424,1,0.729,0.849
CALL0000127,C000095,AG015,2026-01-27,Inbound Call,General,Cancellation,Positive,517,40,0,Follow-up,3.9,Saya puas dengan solusi yang diberikan.,71,1.0,0.143,0.526,0.331,0,0.72,0.675
CALL0000128,C000918,AG006,2026-05-07,Inbound Call,Debit Card,Cancellation,Neutral,457,54,0,Resolved,4.1,Saya ingin menanyakan status pengajuan saya.,63,0.917,0.098,0.426,0.476,1,0.44,0.896
CALL0000129,C000689,AG008,2026-03-23,Outbound Call,Credit Card,Transaction Issue,Neutral,572,41,1,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.,78,0.898,0.0,0.609,0.391,0,0.422,0.439
CALL0000130,C000762,AG039,2026-06-03,Inbound Call,KPR,Complaint,Positive,127,0,0,Resolved,4.2,Saya puas dengan solusi yang diberikan.,22,0.911,0.088,0.409,0.503,1,0.861,0.981
CALL0000131,C000678,AG004,2026-06-23,Inbound Call,Savings,Transaction Issue,Neutral,396,29,2,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.,56,0.907,0.096,0.623,0.281,0,0.429,0.469
CALL0000132,C000664,AG020,2026-07-26,Inbound Call,Mobile Banking,Cancellation,Neutral,171,44,1,Resolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.,28,0.859,0.18,0.639,0.181,0,0.478,0.425
CALL0000133,C000109,AG034,2026-04-07,Inbound Call,General,Information Request,Positive,470,69,1,Resolved,4.7,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",68,0.94,0.14,0.606,0.254,0,0.747,0.456
CALL0000134,C000671,AG039,2026-08-12,Outbound Call,Debit Card,Cancellation,Negative,716,96,0,Resolved,4.0,Saya kecewa karena transaksi saya bermasalah.,96,0.894,0.221,0.458,0.321,1,0.257,0.893
CALL0000135,C000954,AG006,2026-03-19,Inbound Call,KPR,Fraud Report,Neutral,335,52,0,Unresolved,3.7,Ada transaksi kartu yang bukan saya lakukan.,49,0.97,0.156,0.786,0.1,0,0.432,0.49
CALL0000136,C000365,AG007,2026-02-18,Inbound Call,Credit Card,Complaint,Neutral,443,51,1,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.,61,0.961,0.081,0.498,0.421,0,0.578,0.497
CALL0000137,C000723,AG015,2026-04-01,Inbound Call,Mobile Banking,Payment Issue,Neutral,556,0,0,Resolved,3.5,Mohon informasi mengenai biaya dan ketentuan produk.,77,1.0,0.116,0.509,0.375,1,0.454,0.937
CALL0000138,C000037,AG023,2026-05-07,Inbound Call,Savings,Fraud Report,Neutral,48,95,0,Resolved,3.7,Ada transaksi kartu yang bukan saya lakukan.,13,0.917,0.096,0.477,0.427,1,0.487,0.953
CALL0000139,C000417,AG039,2026-06-10,Inbound Call,General,Product Inquiry,Negative,326,27,1,Resolved,3.6,Saya sudah menunggu lama dan masalah ini belum selesai.,50,0.882,0.154,0.344,0.502,0,0.331,0.472
CALL0000140,C000524,AG009,2026-07-19,Inbound Call,Mobile Banking,Complaint,Neutral,486,106,0,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,68,0.842,0.124,0.635,0.241,1,0.422,0.962
CALL0000141,C001179,AG007,2026-02-23,Outbound Call,Savings,Transaction Issue,Neutral,45,137,0,Follow-up,4.5,Saya ingin menanyakan status pengajuan saya.,12,1.0,0.076,0.411,0.513,0,0.558,0.56
CALL0000142,C000258,AG011,2026-03-14,Inbound Call,KTA,Product Inquiry,Negative,244,55,1,Resolved,4.4,Saya sudah menunggu lama dan masalah ini belum selesai.,39,0.97,0.121,0.59,0.289,0,0.28,0.466
CALL0000143,C000332,AG035,2026-08-14,Inbound Call,Credit Card,Product Inquiry,Negative,618,9,1,Resolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.,86,0.888,0.152,0.619,0.229,0,0.225,0.519
CALL0000144,C000490,AG002,2026-04-16,Inbound Call,General,Complaint,Negative,601,64,0,Resolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,84,1.0,0.05,0.552,0.398,1,0.191,0.997
CALL0000145,C001191,AG016,2026-02-27,Inbound Call,Debit Card,Product Inquiry,Neutral,487,84,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,68,1.0,0.142,0.397,0.461,1,0.67,1.0
CALL0000146,C001024,AG005,2026-08-25,Inbound Call,KPR,Payment Issue,Positive,579,48,0,Resolved,4.5,Saya puas dengan solusi yang diberikan.,78,0.849,0.009,0.439,0.552,1,0.749,0.914
CALL0000147,C000042,AG007,2026-04-18,Inbound Call,Mobile Banking,Cancellation,Neutral,459,34,0,Resolved,4.5,Saya ingin mengetahui cara melakukan transaksi ini.,64,0.885,0.197,0.159,0.644,1,0.516,0.989
CALL0000148,C000281,AG037,2026-08-25,Inbound Call,KTA,Information Request,Neutral,520,96,0,Resolved,3.7,Mohon informasi mengenai biaya dan ketentuan produk.,72,0.922,0.157,0.466,0.377,1,0.473,0.873
CALL0000149,C000986,AG001,2026-08-09,Inbound Call,Savings,Payment Issue,Neutral,363,92,1,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.,51,0.866,0.234,0.576,0.19,0,0.512,0.473
CALL0000150,C000070,AG013,2026-08-06,Inbound Call,Debit Card,Product Inquiry,Negative,441,46,0,Unresolved,3.6,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,64,0.924,0.042,0.451,0.507,0,0.277,0.585
CALL0000151,C001026,AG037,2026-05-20,Inbound Call,Debit Card,Complaint,Neutral,306,0,0,Resolved,2.9,Saya ingin mengetahui cara melakukan transaksi ini.,45,0.973,0.199,0.409,0.392,1,0.478,0.854
CALL0000152,C000338,AG025,2026-07-11,Inbound Call,KPR,Complaint,Neutral,647,90,0,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,88,0.848,0.186,0.444,0.37,1,0.331,1.0
CALL0000153,C001101,AG003,2026-08-19,Outbound Call,KTA,Payment Issue,Neutral,694,23,0,Resolved,3.1,Saya ingin menanyakan status pengajuan saya.,93,0.948,0.107,0.626,0.267,1,0.541,0.843
CALL0000154,C000353,AG019,2026-03-06,Inbound Call,Debit Card,Information Request,Neutral,668,77,0,Resolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,91,1.0,0.094,0.473,0.433,1,0.414,0.897
CALL0000155,C000521,AG039,2026-01-10,Inbound Call,General,Complaint,Neutral,347,73,0,Resolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.,50,0.954,0.044,0.703,0.253,1,0.559,0.852
CALL0000156,C000794,AG017,2026-03-19,Outbound Call,Credit Card,Fraud Report,Negative,248,0,0,Resolved,4.9,Saya tidak melakukan transaksi ini.,36,0.925,0.026,0.412,0.562,1,0.2,0.987
CALL0000157,C000152,AG022,2026-06-02,Inbound Call,Debit Card,Fraud Report,Neutral,650,69,1,Resolved,5.0,Saya ingin melaporkan transaksi yang mencurigakan.,87,0.89,0.067,0.506,0.427,0,0.575,0.548
CALL0000158,C000668,AG022,2026-05-12,Inbound Call,Savings,Product Inquiry,Negative,518,93,1,Resolved,4.4,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,74,0.98,0.032,0.428,0.54,0,0.124,0.57
CALL0000159,C000606,AG027,2026-01-20,Inbound Call,Mobile Banking,Product Inquiry,Neutral,479,100,1,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.,66,0.859,0.232,0.729,0.1,0,0.457,0.566
CALL0000160,C000940,AG008,2026-05-15,Inbound Call,Credit Card,Payment Issue,Negative,306,71,0,Follow-up,4.1,Saya kecewa karena transaksi saya bermasalah.,44,0.945,0.015,0.502,0.483,0,0.173,0.596
CALL0000161,C001195,AG034,2026-02-11,Inbound Call,Mobile Banking,Cancellation,Neutral,497,0,1,Follow-up,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,69,0.932,0.13,0.735,0.135,0,0.381,0.478
CALL0000162,C000797,AG040,2026-05-02,Inbound Call,Mobile Banking,Complaint,Negative,225,135,0,Unresolved,4.6,Saya kecewa karena transaksi saya bermasalah.,34,0.998,0.15,0.43,0.42,0,0.289,0.542
CALL0000163,C000491,AG006,2026-05-19,Inbound Call,Mobile Banking,Complaint,Negative,534,88,1,Resolved,3.4,Saya sudah menunggu lama dan masalah ini belum selesai.,76,0.895,0.145,0.663,0.192,0,0.07,0.488
CALL0000164,C000488,AG033,2026-06-02,Inbound Call,Debit Card,Complaint,Neutral,668,0,0,Unresolved,4.1,Saya ingin menanyakan status pengajuan saya.,90,0.9,0.151,0.494,0.355,0,0.588,0.615
CALL0000165,C000502,AG033,2026-04-10,Inbound Call,General,Transaction Issue,Neutral,714,22,0,Resolved,3.9,Saya ingin menanyakan status pengajuan saya.,95,0.855,0.186,0.58,0.234,1,0.534,0.875
CALL0000166,C000977,AG030,2026-04-08,Inbound Call,Debit Card,Transaction Issue,Negative,548,78,0,Resolved,3.9,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,77,0.956,0.089,0.334,0.577,1,0.184,1.0
CALL0000167,C000386,AG015,2026-06-12,Inbound Call,Debit Card,Payment Issue,Neutral,171,102,1,Follow-up,2.8,Mohon informasi mengenai biaya dan ketentuan produk.,28,0.905,0.126,0.522,0.352,0,0.528,0.33
CALL0000168,C000201,AG019,2026-06-29,Inbound Call,General,Transaction Issue,Negative,456,38,0,Unresolved,4.3,Saya sudah menunggu lama dan masalah ini belum selesai.,66,0.878,0.099,0.352,0.549,0,0.225,0.567
CALL0000169,C000401,AG034,2026-07-13,Outbound Call,Mobile Banking,Complaint,Negative,805,110,0,Resolved,3.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,110,0.884,0.211,0.511,0.278,1,0.168,0.892
CALL0000170,C000028,AG007,2026-03-22,Inbound Call,Mobile Banking,Payment Issue,Negative,264,0,1,Follow-up,2.2,Saya kecewa karena transaksi saya bermasalah.,39,0.962,0.267,0.298,0.435,0,0.224,0.404
CALL0000171,C000128,AG034,2026-04-12,Inbound Call,Savings,Information Request,Neutral,409,8,0,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,58,0.864,0.036,0.469,0.495,1,0.558,0.926
CALL0000172,C000108,AG037,2026-03-21,Inbound Call,Debit Card,Payment Issue,Neutral,674,0,1,Resolved,3.5,Saya ingin menanyakan status pengajuan saya.,90,0.869,0.0,0.611,0.389,0,0.424,0.404
CALL0000173,C000926,AG028,2026-05-07,Inbound Call,Credit Card,Cancellation,Negative,531,16,1,Resolved,3.4,Saya kecewa karena transaksi saya bermasalah.,72,0.984,0.16,0.546,0.294,0,0.228,0.488
CALL0000174,C000867,AG014,2026-01-31,Inbound Call,Savings,Payment Issue,Neutral,866,148,0,Resolved,1.7,Mohon informasi mengenai biaya dan ketentuan produk.,115,0.92,0.195,0.332,0.473,1,0.29,0.855
CALL0000175,C000836,AG023,2026-04-14,Inbound Call,KTA,Cancellation,Positive,288,178,0,Follow-up,3.4,Penjelasannya jelas dan saya sangat terbantu.,42,0.987,0.257,0.252,0.491,0,0.596,0.58
CALL0000176,C000554,AG003,2026-02-15,Inbound Call,General,Information Request,Positive,242,78,2,Resolved,3.9,Penjelasannya jelas dan saya sangat terbantu.,36,0.908,0.172,0.54,0.288,0,0.795,0.484
CALL0000177,C000860,AG038,2026-05-08,Inbound Call,Credit Card,Product Inquiry,Negative,640,30,0,Resolved,3.6,Saya kecewa karena transaksi saya bermasalah.,86,0.93,0.218,0.67,0.112,1,0.167,0.936
CALL0000178,C000194,AG014,2026-07-24,Inbound Call,Mobile Banking,Transaction Issue,Neutral,205,53,0,Unresolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.,33,0.939,0.236,0.364,0.4,0,0.432,0.519
CALL0000179,C001080,AG003,2026-08-25,Inbound Call,KPR,Product Inquiry,Neutral,385,91,0,Unresolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,55,1.0,0.223,0.732,0.1,0,0.496,0.543
CALL0000180,C000601,AG032,2026-04-18,Inbound Call,General,Cancellation,Neutral,408,0,0,Follow-up,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,58,1.0,0.182,0.479,0.339,0,0.468,0.661
CALL0000181,C001125,AG027,2026-01-14,Inbound Call,Debit Card,Fraud Report,Negative,606,34,0,Follow-up,4.8,Saya tidak melakukan transaksi ini.,81,0.999,0.03,0.245,0.725,0,0.121,0.67
CALL0000182,C000183,AG025,2026-02-24,Inbound Call,KPR,Transaction Issue,Neutral,531,144,0,Follow-up,4.9,Saya ingin menanyakan status pengajuan saya.,72,0.892,0.119,0.293,0.588,0,0.369,0.619
CALL0000183,C000597,AG003,2026-01-26,Inbound Call,General,Payment Issue,Negative,502,7,0,Resolved,3.3,Saya sudah menunggu lama dan masalah ini belum selesai.,72,0.871,0.141,0.572,0.287,1,0.043,0.909
CALL0000184,C000835,AG031,2026-07-02,Inbound Call,Savings,Product Inquiry,Negative,348,24,1,Resolved,4.4,Saya kecewa karena transaksi saya bermasalah.,50,0.976,0.113,0.496,0.391,0,0.259,0.545
CALL0000185,C000595,AG026,2026-08-25,Inbound Call,General,Payment Issue,Negative,639,66,0,Follow-up,4.8,Saya sudah menunggu lama dan masalah ini belum selesai.,89,1.0,0.117,0.658,0.225,0,0.166,0.657
CALL0000186,C000535,AG032,2026-05-13,Inbound Call,Debit Card,Information Request,Negative,1145,81,0,Resolved,3.7,Saya sudah menunggu lama dan masalah ini belum selesai.,152,1.0,0.23,0.336,0.434,1,0.278,0.917
CALL0000187,C000200,AG034,2026-02-12,Inbound Call,Credit Card,Cancellation,Neutral,544,31,0,Resolved,3.5,Saya ingin mengetahui cara melakukan transaksi ini.,75,0.931,0.067,0.494,0.439,1,0.465,0.928
CALL0000188,C000457,AG009,2026-01-06,Outbound Call,KPR,Transaction Issue,Neutral,438,69,0,Resolved,4.4,Saya ingin menanyakan status pengajuan saya.,61,0.974,0.176,0.481,0.343,1,0.528,0.915
CALL0000189,C000287,AG009,2026-08-23,Inbound Call,KTA,Fraud Report,Positive,186,98,1,Resolved,2.9,Saya tidak melakukan transaksi ini.,28,0.975,0.142,0.463,0.395,0,0.74,0.438
CALL0000190,C000362,AG037,2026-03-17,Inbound Call,KPR,Payment Issue,Negative,305,173,0,Resolved,3.2,Saya kecewa karena transaksi saya bermasalah.,44,0.939,0.06,0.434,0.506,1,0.204,0.993
CALL0000191,C000820,AG022,2026-01-27,Inbound Call,Credit Card,Transaction Issue,Neutral,382,58,1,Follow-up,3.5,Saya ingin menanyakan status pengajuan saya.,54,0.942,0.045,0.436,0.519,0,0.507,0.516
CALL0000192,C000756,AG018,2026-02-12,Outbound Call,General,Information Request,Neutral,324,63,0,Resolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,47,0.936,0.001,0.501,0.498,1,0.464,0.97
CALL0000193,C000729,AG012,2026-03-03,Inbound Call,General,Payment Issue,Negative,417,149,1,Resolved,4.2,Saya sudah menunggu lama dan masalah ini belum selesai.,61,0.883,0.154,0.516,0.33,0,0.102,0.343
CALL0000194,C000434,AG026,2026-06-07,Inbound Call,Savings,Payment Issue,Positive,740,35,0,Resolved,4.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",101,0.889,0.116,0.51,0.374,1,0.811,0.937
CALL0000195,C001151,AG031,2026-08-03,Outbound Call,KPR,Transaction Issue,Negative,644,0,2,Resolved,3.4,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,89,0.888,0.062,0.625,0.313,0,0.327,0.385
CALL0000196,C000106,AG001,2026-03-08,Inbound Call,KPR,Transaction Issue,Positive,391,79,0,Resolved,3.3,Saya puas dengan solusi yang diberikan.,55,0.834,0.0,0.336,0.664,1,0.883,0.888
CALL0000197,C000411,AG023,2026-06-14,Outbound Call,General,Information Request,Neutral,203,124,0,Resolved,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,32,0.939,0.15,0.263,0.587,1,0.456,0.965
CALL0000198,C000142,AG040,2026-01-16,Inbound Call,KTA,Complaint,Neutral,661,85,0,Resolved,3.5,Saya ingin mengetahui cara melakukan transaksi ini.,90,0.928,0.108,0.602,0.29,1,0.441,0.938
CALL0000199,C000407,AG012,2026-01-03,Inbound Call,Credit Card,Fraud Report,Neutral,411,60,0,Resolved,3.6,Saya ingin melaporkan transaksi yang mencurigakan.,57,0.976,0.07,0.367,0.563,1,0.456,0.913
CALL0000200,C001154,AG012,2026-01-14,Inbound Call,KTA,Information Request,Neutral,109,0,0,Resolved,2.7,Saya ingin mengetahui cara melakukan transaksi ini.,21,1.0,0.053,0.434,0.513,1,0.486,0.908
CALL0000201,C000440,AG036,2026-08-10,Inbound Call,Savings,Cancellation,Negative,548,62,0,Resolved,4.3,Saya sudah menunggu lama dan masalah ini belum selesai.,77,1.0,0.103,0.407,0.49,1,0.196,0.965
CALL0000202,C001090,AG003,2026-05-20,Outbound Call,Mobile Banking,Information Request,Neutral,605,133,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.,82,1.0,0.153,0.404,0.443,1,0.42,0.965
CALL0000203,C000594,AG016,2026-07-13,Inbound Call,KTA,Product Inquiry,Neutral,45,0,0,Resolved,3.3,Mohon informasi mengenai biaya dan ketentuan produk.,13,0.885,0.097,0.305,0.598,1,0.382,1.0
CALL0000204,C000839,AG019,2026-01-06,Outbound Call,General,Fraud Report,Negative,272,52,0,Resolved,4.8,Saya ingin melaporkan transaksi yang mencurigakan.,40,0.844,0.037,0.412,0.551,1,0.204,0.937
CALL0000205,C000549,AG032,2026-01-06,Inbound Call,Mobile Banking,Product Inquiry,Negative,400,44,0,Resolved,4.0,Saya sudah menunggu lama dan masalah ini belum selesai.,59,0.986,0.116,0.558,0.326,1,0.0,0.844
CALL0000206,C000319,AG006,2026-07-23,Inbound Call,General,Complaint,Positive,552,27,1,Follow-up,2.7,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",78,1.0,0.193,0.48,0.327,0,0.742,0.53
CALL0000207,C000917,AG018,2026-01-25,Outbound Call,KTA,Fraud Report,Negative,327,79,0,Unresolved,3.4,Saya ingin melaporkan transaksi yang mencurigakan.,47,1.0,0.123,0.541,0.336,0,0.124,0.494
CALL0000208,C001163,AG007,2026-02-07,Inbound Call,Mobile Banking,Product Inquiry,Positive,270,89,1,Resolved,3.3,Saya puas dengan solusi yang diberikan.,40,0.959,0.125,0.42,0.455,0,0.812,0.502
CALL0000209,C000316,AG032,2026-05-05,Outbound Call,KTA,Transaction Issue,Neutral,551,89,0,Resolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.,76,0.81,0.097,0.588,0.315,1,0.584,0.88
CALL0000210,C000934,AG026,2026-05-26,Inbound Call,Mobile Banking,Payment Issue,Neutral,336,11,0,Resolved,4.4,Saya ingin mengetahui cara melakukan transaksi ini.,49,0.952,0.058,0.419,0.523,1,0.586,0.995
CALL0000211,C000314,AG020,2026-02-24,Inbound Call,Debit Card,Fraud Report,Negative,518,0,1,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.,72,0.963,0.055,0.227,0.718,0,0.172,0.524
CALL0000212,C000860,AG016,2026-04-17,Inbound Call,KTA,Transaction Issue,Positive,220,79,1,Resolved,3.0,Penjelasannya jelas dan saya sangat terbantu.,34,1.0,0.004,0.518,0.478,0,0.659,0.503
CALL0000213,C000947,AG007,2026-06-11,Inbound Call,General,Complaint,Positive,177,37,0,Resolved,3.7,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",31,1.0,0.203,0.572,0.225,1,0.685,0.937
CALL0000214,C000539,AG037,2026-04-17,Inbound Call,General,Information Request,Negative,556,166,0,Resolved,3.4,Saya kecewa karena transaksi saya bermasalah.,76,0.985,0.152,0.413,0.435,1,0.223,0.9
CALL0000215,C000884,AG026,2026-04-02,Inbound Call,General,Fraud Report,Positive,465,169,1,Follow-up,3.1,Saya ingin melaporkan transaksi yang mencurigakan.,64,0.895,0.126,0.624,0.25,0,0.618,0.449
CALL0000216,C000327,AG013,2026-01-18,Inbound Call,KPR,Transaction Issue,Neutral,586,174,0,Unresolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,80,0.868,0.141,0.378,0.481,0,0.611,0.518
CALL0000217,C000096,AG017,2026-04-19,Inbound Call,Debit Card,Payment Issue,Negative,324,13,1,Follow-up,4.1,Saya kecewa karena transaksi saya bermasalah.,46,0.962,0.144,0.56,0.296,0,0.174,0.393
CALL0000218,C000116,AG030,2026-07-12,Outbound Call,Credit Card,Cancellation,Neutral,277,96,0,Follow-up,2.7,Mohon informasi mengenai biaya dan ketentuan produk.,42,0.882,0.069,0.689,0.242,0,0.54,0.454
CALL0000219,C000536,AG029,2026-05-31,Inbound Call,Credit Card,Information Request,Neutral,665,113,0,Resolved,4.1,Saya ingin mengetahui cara melakukan transaksi ini.,90,1.0,0.097,0.484,0.419,1,0.357,1.0
CALL0000220,C001083,AG019,2026-08-03,Inbound Call,General,Product Inquiry,Neutral,146,107,0,Resolved,3.1,Saya ingin mengetahui cara melakukan transaksi ini.,25,0.828,0.087,0.453,0.46,1,0.426,0.799
CALL0000221,C000153,AG013,2026-01-31,Outbound Call,KPR,Fraud Report,Negative,645,46,1,Resolved,4.1,Saya ingin melaporkan transaksi yang mencurigakan.,87,0.964,0.296,0.467,0.237,0,0.048,0.502
CALL0000222,C000547,AG027,2026-01-03,Inbound Call,General,Complaint,Neutral,658,135,1,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,89,0.949,0.191,0.675,0.134,0,0.582,0.511
CALL0000223,C000845,AG027,2026-05-12,Inbound Call,Savings,Product Inquiry,Positive,575,65,0,Resolved,4.4,Saya puas dengan solusi yang diberikan.,78,0.918,0.132,0.528,0.34,1,0.737,1.0
CALL0000224,C000243,AG024,2026-02-12,Inbound Call,KTA,Fraud Report,Neutral,296,72,2,Resolved,4.2,Saya tidak melakukan transaksi ini.,42,0.874,0.216,0.737,0.1,0,0.546,0.354
CALL0000225,C000866,AG003,2026-05-23,Inbound Call,Credit Card,Complaint,Neutral,273,0,0,Resolved,3.7,Mohon informasi mengenai biaya dan ketentuan produk.,41,0.806,0.207,0.514,0.279,1,0.505,0.914
CALL0000226,C000367,AG019,2026-08-05,Inbound Call,Mobile Banking,Fraud Report,Negative,382,100,1,Unresolved,4.1,Saya tidak melakukan transaksi ini.,53,0.898,0.023,0.402,0.575,0,0.237,0.511
CALL0000227,C000970,AG025,2026-03-22,Inbound Call,Debit Card,Cancellation,Neutral,187,51,0,Resolved,4.5,Mohon informasi mengenai biaya dan ketentuan produk.,30,0.899,0.104,0.41,0.486,1,0.473,0.951
CALL0000228,C000695,AG039,2026-05-12,Inbound Call,Savings,Transaction Issue,Positive,247,91,0,Resolved,4.4,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",40,0.997,0.119,0.487,0.394,1,0.734,0.937
CALL0000229,C000656,AG022,2026-06-13,Inbound Call,Debit Card,Transaction Issue,Neutral,536,78,0,Unresolved,4.0,Saya ingin menanyakan status pengajuan saya.,73,0.883,0.163,0.235,0.602,0,0.493,0.535
CALL0000230,C000212,AG014,2026-02-06,Inbound Call,KTA,Complaint,Positive,537,75,0,Unresolved,4.2,Saya puas dengan solusi yang diberikan.,73,0.957,0.104,0.423,0.473,0,0.782,0.544
